builder_name,config_name,is_config,description_size,download_size(bytes),has_homepage,version,has_license,has_train_split,has_test_split,has_validation_split
indic_glue,cvit-mkb-clsr.en-or,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-ta,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-te,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,cvit-mkb-clsr.en-ur,1,446,3702442,1,1.0.0,0,0,1,0
indic_glue,iitp-mr.hi,1,297,1742048,1,1.0.0,0,1,1,1
indic_glue,iitp-pr.hi,1,297,266545,1,1.0.0,0,1,1,1
indic_glue,actsa-sc.te,1,269,378882,1,1.0.0,0,1,1,1
indic_glue,md.hi,1,676,1048441,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.as,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.bn,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.gu,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.hi,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.kn,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.ml,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.mr,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.or,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.pa,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.ta,1,416,5980272,1,1.0.0,0,1,1,1
indic_glue,wiki-ner.te,1,416,5980272,1,1.0.0,0,1,1,1
fixtures_doc_vqa,image,1,2,1806896,0,1.9.0,0,0,1,0
liar,default,0,451,1013571,1,1.0.0,1,1,1,1
ohsumed,ohsumed,1,317,139454017,1,1.1.0,1,1,1,0
cedr,main,1,581,693026,1,0.1.1,1,1,1,0
cedr,enriched,1,581,1822522,1,0.1.1,1,1,1,0
kilt_tasks,triviaqa_support_only,1,1140,111546348,1,1.0.0,0,1,1,1
hrenwac_para,hrenWaC,1,422,11640281,1,1.0.0,1,1,0,0
wiki_sql,default,0,98,26164664,1,0.1.0,0,1,1,1
lex_glue,ecthr_a,1,334,32852475,1,1.0.0,0,1,1,1
lex_glue,ecthr_b,1,357,32852475,1,1.0.0,0,1,1,1
lex_glue,eurlex,1,469,125413277,1,1.0.0,0,1,1,1
lex_glue,scotus,1,478,104763335,1,1.0.0,0,1,1,1
lex_glue,ledgar,1,315,16255623,1,1.0.0,0,1,1,1
lex_glue,unfair_tos,1,317,511342,1,1.0.0,0,1,1,1
wi_locness,wi,1,426,6120469,1,1.1.0,0,1,0,1
wi_locness,locness,1,426,6120469,1,1.1.0,0,0,0,1
scb_mt_enth2020,enth,1,935,138415559,1,1.0.0,0,1,1,1
scb_mt_enth2020,then,1,935,138415559,1,1.0.0,0,1,1,1
parquet,Jikiwa___test-16344362895458,1,0,951,0,0.0.0,0,1,0,0
mc_test,mc500,1,184,1181387,1,1.0.0,0,1,1,1
mc_test,mc160,1,184,1181387,1,1.0.0,0,1,1,1
short_jokes,default,0,1123,22111924,1,0.0.0,0,1,0,0
humicroedit,subtask-1,1,79,1621456,1,0.0.0,0,1,1,1
humicroedit,subtask-2,1,79,1621456,1,0.0.0,0,1,1,1
masakhaner,amh,1,760,571951,1,1.0.0,0,1,1,1
masakhaner,hau,1,760,633372,1,1.0.0,0,1,1,1
masakhaner,ibo,1,760,515415,1,1.0.0,0,1,1,1
masakhaner,kin,1,760,633024,1,1.0.0,0,1,1,1
masakhaner,lug,1,760,445755,1,1.0.0,0,1,1,1
masakhaner,luo,1,760,213281,1,1.0.0,0,1,1,1
masakhaner,pcm,1,760,572054,1,1.0.0,0,1,1,1
masakhaner,swa,1,760,686313,1,1.0.0,0,1,1,1
mocha,default,0,767,14452311,1,0.0.0,1,1,1,1
hebrew_sentiment,token,1,1266,2593643,1,1.0.0,0,1,1,0
hebrew_sentiment,morph,1,1266,2722672,1,1.0.0,0,1,1,0
